Date Timestamp	SoftVFC-RR	Artifact	LAP	SoftVFC-Peak	SoftVFC-Threshold
2014-10-28 17:47:09.644	660	0	0	17.558983	6.2585373
2014-10-28 17:47:13.719	660	0	0	15.693517	6.672978
2014-10-28 17:47:19.697	660	0	0	15.9064245	2.9908326
2014-10-28 17:47:20.332	662	0	0	17.660656	3.5700433
2014-10-28 17:47:20.714	657	0	0	8.8061285	3.4642656
2014-10-28 17:47:21.478	661	0	0	7.070711	2.6461399
2014-10-28 17:47:23.587	502	0	0	15.724914	3.2227056
2014-10-28 17:47:24.904	679	0	0	7.1145477	3.2116282
2014-10-28 17:47:25.548	669	0	0	6.59373	2.284713
2014-10-28 17:47:26.309	664	0	0	10.657507	2.7073095
2014-10-28 17:47:26.692	659	0	0	18.88642	3.6043503
2014-10-28 17:47:27.454	666	0	0	15.344785	3.9064658
2014-10-28 17:47:28.216	667	0	0	5.780606	3.576533
